"Date Time","Open","High","Low","Close","Change"
2017-12-12,1110.03,1112.34,1104.17,1107.11,-2.9200000000000728
2017-12-13,1107.11,1113.41,1107.1,1107.59,0.4800000000000182
2017-12-14,1107.59,1113.64,1106.57,1106.74,-0.849999999999909
2017-12-15,1106.74,1121.42,1106.74,1120.43,13.690000000000055
2017-12-18,1120.43,1130.34,1120.43,1128.9,8.470000000000027
2017-12-19,1128.9,1128.9,1119.04,1122.93,-5.970000000000027
2017-12-20,1122.93,1127.44,1116.12,1121.89,-1.0399999999999636
2017-12-21,1121.89,1126.22,1117.95,1118.65,-3.240000000000009
2017-12-22,1118.65,1118.65,1115.29,1117.81,-0.8400000000001455
2017-12-26,1117.81,1117.81,1104.99,1110.03,-7.779999999999973
2017-12-27,1110.03,1113.13,1109.16,1111.83,1.7999999999999545
2017-12-28,1111.83,1115.26,1111.12,1112.99,1.1600000000000819
2017-12-29,1112.99,1113.91,1106.18,1106.18,-6.809999999999945
2018-01-02,1106.18,1122.01,1106.18,1121.81,15.629999999999882
2018-01-03,1121.81,1134.55,1121.81,1133.99,12.180000000000064
2018-01-04,1133.99,1143,1133.99,1139.4,5.410000000000082
2018-01-05,1139.4,1153.2,1139.4,1152.81,13.409999999999854
2018-01-08,1152.81,1158.96,1151.13,1157.02,4.210000000000036
2018-01-09,1157.02,1158.89,1151.4,1154.03,-2.990000000000009
2018-01-10,1154.03,1154.03,1144.52,1150.45,-3.5799999999999272
2018-01-11,1150.45,1155.96,1150.18,1155.94,5.490000000000009
2018-01-12,1155.94,1163.78,1152.32,1162.94,7
2018-01-16,1162.94,1174.39,1154.69,1158.12,-4.820000000000164
2018-01-17,1158.12,1177.09,1158.12,1176.42,18.300000000000182
2018-01-18,1176.42,1181.6,1173.79,1178.45,2.0299999999999727
2018-01-19,1178.45,1183.11,1174.8,1180.28,1.8299999999999272
2018-01-22,1180.28,1190.52,1177.06,1190.51,10.230000000000018
2018-01-23,1190.51,1199.85,1190.51,1198.14,7.630000000000109
2018-01-24,1198.14,1202.31,1183.26,1187.27,-10.870000000000118
2018-01-25,1187.27,1196.16,1181.63,1184.42,-2.849999999999909
2018-01-26,1184.42,1203.88,1184.42,1203.88,19.460000000000036
2018-01-29,1203.88,1203.88,1191.26,1193.4,-10.480000000000018
2018-01-30,1193.4,1193.4,1178,1181.23,-12.170000000000073
2018-01-31,1181.23,1192.03,1181.23,1189.88,8.650000000000091
2018-02-01,1189.88,1198.26,1183.85,1189.53,-0.3500000000001364
2018-02-02,1189.53,1189.53,1153.94,1154.3,-35.23000000000002
2018-02-05,1154.3,1164.04,1107.67,1107.78,-46.51999999999998
2018-02-06,1107.78,1140.4,1085.49,1138.99,31.210000000000036
2018-02-07,1138.99,1146.91,1123.3,1123.36,-15.63000000000011
2018-02-08,1123.36,1127.83,1075.89,1075.94,-47.419999999999845
2018-02-09,1075.94,1109.99,1057.51,1103.12,27.179999999999836
2018-02-12,1103.12,1129.89,1103.12,1122.89,19.77000000000021
2018-02-13,1122.89,1128.24,1113.94,1125.89,3
2018-02-14,1125.89,1149.24,1118.41,1147.85,21.95999999999981
2018-02-15,1147.85,1169.89,1145.54,1169.66,21.810000000000173
2018-02-16,1169.66,1180.48,1166.21,1167.43,-2.230000000000018
2018-02-20,1167.43,1179.4,1160.97,1170.33,2.8999999999998636
2018-02-21,1170.33,1185.25,1163.35,1163.35,-6.980000000000018
2018-02-22,1163.35,1175.01,1161.6,1164.32,0.9700000000000273
2018-02-23,1164.32,1189.84,1164.32,1189.61,25.289999999999964
2018-02-26,1189.61,1208.54,1189.61,1208.38,18.77000000000021
2018-02-27,1208.38,1214.48,1196.9,1196.91,-11.470000000000027
2018-02-28,1196.91,1209.18,1188.53,1188.55,-8.360000000000127
2018-03-01,1188.55,1195.99,1158.81,1168.35,-20.200000000000045
2018-03-02,1168.35,1181.48,1150.18,1179.69,11.340000000000146
2018-03-05,1179.69,1195.31,1170.58,1190.8,11.1099999999999
2018-03-06,1190.8,1200.08,1188.44,1193.69,2.8900000000001
2018-03-07,1193.69,1201.55,1184.47,1200.29,6.599999999999909
2018-03-08,1200.29,1207.12,1198.31,1205.76,5.470000000000027
2018-03-09,1205.76,1230.29,1205.76,1230.29,24.529999999999973
2018-03-12,1230.29,1239.09,1230.16,1233.97,3.6800000000000637
2018-03-13,1233.97,1244.67,1214.64,1219.09,-14.88000000000011
2018-03-14,1219.09,1225.77,1212.17,1218.24,-0.849999999999909
2018-03-15,1218.24,1226.32,1212.84,1219.2,0.9600000000000364
2018-03-16,1219.2,1225.6,1215.85,1218.41,-0.7899999999999636
2018-03-19,1218.41,1218.41,1182.39,1192.67,-25.74000000000001
2018-03-20,1192.67,1197.19,1185.92,1192.92,0.25
2018-03-21,1192.92,1201.8,1182.71,1185.8,-7.120000000000118
2018-03-22,1185.8,1185.8,1153.49,1153.91,-31.889999999999873
2018-03-23,1153.91,1158.54,1122.38,1122.4,-31.50999999999999
2018-03-26,1122.4,1168.83,1122.4,1167.63,45.23000000000002
2018-03-27,1167.63,1174.84,1118.1,1127.09,-40.54000000000019
2018-03-28,1127.09,1135.98,1110.76,1117.33,-9.759999999999991
2018-03-29,1117.33,1153.45,1117.33,1141.62,24.289999999999964
2018-04-02,1141.62,1142.04,1100.73,1113.28,-28.339999999999918
2018-04-03,1113.28,1127.11,1105.41,1124.52,11.240000000000009
2018-04-04,1124.52,1143.03,1100.31,1139.88,15.360000000000127
2018-04-05,1139.88,1152.64,1136.45,1144.41,4.529999999999973
2018-04-06,1144.41,1144.41,1110.48,1115.44,-28.970000000000027
2018-04-09,1115.44,1147.17,1115.44,1124.12,8.679999999999836
2018-04-10,1124.12,1156.73,1124.12,1152.03,27.910000000000082
2018-04-11,1152.03,1157.07,1143.97,1146.16,-5.869999999999891
2018-04-12,1146.16,1166.24,1146.16,1160.89,14.730000000000018
2018-04-13,1160.89,1170.15,1151.65,1157.09,-3.800000000000182
2018-04-16,1157.09,1169.92,1157.09,1165.22,8.13000000000011
2018-04-17,1165.22,1192.52,1165.22,1188.64,23.420000000000073
2018-04-18,1188.64,1190.22,1177.69,1185.86,-2.7800000000002
2018-04-19,1185.86,1185.86,1167.39,1172.42,-13.439999999999827
2018-04-20,1172.42,1172.42,1150.18,1154.71,-17.710000000000036
2018-04-23,1154.71,1162.88,1144.58,1150.12,-4.5900000000001455
2018-04-24,1150.12,1158.04,1118.95,1127.26,-22.8599999999999
2018-04-25,1127.26,1130.76,1111.92,1125.92,-1.3399999999999181
2018-04-26,1125.92,1155.9,1125.92,1151.48,25.559999999999945
2018-04-27,1151.48,1163.83,1141.38,1147.79,-3.6900000000000546
2018-04-30,1147.79,1159.38,1139.57,1141.98,-5.809999999999945
2018-05-01,1141.98,1159.12,1137.76,1158.7,16.720000000000027
2018-05-02,1158.7,1171.66,1156.91,1158.36,-0.3400000000001455
2018-05-03,1158.36,1166.35,1142.87,1161.72,3.3600000000001273
2018-05-04,1161.72,1186.3,1155.65,1184.62,22.899999999999864
2018-05-07,1184.62,1199.1,1184.62,1193.98,9.360000000000127
2018-05-08,1193.98,1198.32,1186.89,1197.43,3.4500000000000455
2018-05-09,1197.43,1213.93,1197.08,1213.88,16.450000000000045
2018-05-10,1213.88,1230.09,1213.88,1229.46,15.579999999999927
2018-05-11,1229.46,1229.86,1220.72,1225.49,-3.9700000000000273
2018-05-14,1225.49,1234.6,1223.56,1225.28,-0.21000000000003638
2018-05-15,1225.28,1225.28,1206.81,1213.52,-11.759999999999991
2018-05-16,1213.52,1220.97,1211.72,1218.08,4.559999999999945
2018-05-17,1218.08,1222.14,1206.38,1212.09,-5.990000000000009
2018-05-18,1212.09,1213.3,1205.39,1206.58,-5.509999999999991
2018-05-21,1206.58,1223.8,1206.58,1216.7,10.120000000000118
2018-05-22,1216.7,1224.42,1211.53,1213.53,-3.1700000000000728
2018-05-23,1213.53,1224.11,1204.71,1223.92,10.3900000000001
2018-05-24,1223.92,1225.28,1209.15,1222.43,-1.490000000000009
2018-05-25,1222.43,1226.26,1218.67,1222.42,-0.009999999999990905
2018-05-29,1222.42,1222.42,1206.7,1214.37,-8.050000000000182
2018-05-30,1214.37,1225.45,1214.37,1223.17,8.800000000000182
2018-05-31,1223.17,1233.43,1221.68,1223.45,0.2799999999999727
2018-06-01,1223.45,1247.57,1223.45,1247.55,24.09999999999991
2018-06-04,1247.55,1259.15,1247.55,1257.42,9.870000000000118
2018-06-05,1257.42,1264.54,1257.42,1262.82,5.399999999999864
2018-06-06,1262.82,1269.73,1257.72,1269.56,6.740000000000009
2018-06-07,1269.56,1269.89,1248.14,1255.77,-13.789999999999964
2018-06-08,1255.77,1257.86,1245.24,1256.13,0.36000000000012733
2018-06-11,1256.13,1260.4,1252.36,1255.99,-0.14000000000010004
2018-06-12,1255.99,1264.22,1255.99,1263.31,7.319999999999936
2018-06-13,1263.31,1271.82,1259.45,1260.43,-2.8799999999998818
2018-06-14,1260.43,1272.01,1260.43,1268.1,7.669999999999845
2018-06-15,1268.1,1268.1,1255.39,1262.42,-5.679999999999836
2018-06-18,1262.42,1266.51,1249.56,1265.73,3.3099999999999454
2018-06-19,1265.73,1265.73,1240.82,1256.65,-9.079999999999927
2018-06-20,1256.65,1267.46,1256.65,1260.84,4.189999999999827
2018-06-21,1260.84,1266.49,1248,1250.71,-10.129999999999882
2018-06-22,1250.71,1252.64,1241,1245.94,-4.769999999999982
2018-06-25,1245.94,1245.94,1206.63,1217.55,-28.3900000000001
2018-06-26,1217.55,1232.01,1217.55,1223.34,5.789999999999964
2018-06-27,1223.34,1232.89,1205.57,1205.57,-17.769999999999982
2018-06-28,1205.57,1223.17,1204.02,1218.54,12.970000000000027
2018-06-29,1218.54,1229.9,1217.22,1218.64,0.10000000000013642
2018-07-02,1218.64,1230.93,1206.31,1230.67,12.029999999999973
2018-07-03,1230.67,1234.59,1213.04,1213.8,-16.87000000000012
2018-07-05,1213.8,1232.29,1213.8,1231.58,17.779999999999973
2018-07-06,1231.58,1248.88,1229.14,1246.81,15.230000000000018
2018-07-09,1246.81,1257.32,1246.81,1256.99,10.180000000000064
2018-07-10,1256.99,1263.75,1256.93,1259.93,2.9400000000000546
2018-07-11,1259.93,1259.93,1248.59,1253.51,-6.420000000000073
2018-07-12,1253.51,1276.53,1253.51,1276,22.49000000000001
2018-07-13,1276,1278.86,1270.93,1275.7,-0.2999999999999545
2018-07-16,1275.7,1278.02,1268.93,1271.25,-4.4500000000000455
2018-07-17,1271.25,1284.06,1261.72,1281.56,10.309999999999945
2018-07-18,1281.56,1281.88,1275.2,1280.13,-1.4299999999998363
2018-07-19,1280.13,1282.36,1273.62,1275.85,-4.2800000000002
2018-07-20,1275.85,1284.36,1275.27,1276.99,1.1400000000001
2018-07-23,1276.99,1284.5,1269.04,1283.6,6.6099999999999
2018-07-24,1283.6,1302.52,1283.6,1290,6.400000000000091
2018-07-25,1290,1309.64,1290,1309.37,19.36999999999989
2018-07-26,1309.37,1309.37,1282.89,1287.9,-21.4699999999998
2018-07-27,1287.9,1289.57,1254.57,1262.27,-25.63000000000011
2018-07-30,1262.27,1262.28,1231.73,1239.79,-22.480000000000018
2018-07-31,1239.79,1251.82,1235.66,1243.45,3.660000000000082
2018-08-01,1243.45,1260.06,1243.45,1255.48,12.029999999999973
2018-08-02,1255.48,1274.3,1244.24,1272.67,17.190000000000055
2018-08-03,1272.67,1277.05,1266.69,1277.05,4.379999999999882
2018-08-06,1277.05,1284.67,1273.3,1284.6,7.5499999999999545
2018-08-07,1284.6,1294.62,1284.6,1288.83,4.230000000000018
2018-08-08,1288.83,1295.09,1284.5,1292.47,3.6400000000001
2018-08-09,1292.47,1297.47,1291.05,1291.77,-0.7000000000000455
2018-08-10,1291.77,1291.77,1277.09,1281.29,-10.480000000000018
2018-08-13,1281.29,1293.32,1278.83,1279.42,-1.8699999999998909
2018-08-14,1279.42,1288.75,1275.89,1287.33,7.9099999999998545
2018-08-15,1287.33,1287.33,1263.25,1273.61,-13.720000000000027
2018-08-16,1273.61,1285.53,1273.61,1276.82,3.2100000000000364
2018-08-17,1276.82,1282.09,1268.13,1279.16,2.3400000000001455
2018-08-20,1279.16,1282.14,1271.09,1277.2,-1.9600000000000364
2018-08-21,1277.2,1286.75,1277.11,1278.14,0.9400000000000546
2018-08-22,1278.14,1286.59,1273.66,1284.25,6.1099999999999
2018-08-23,1284.25,1294.4,1283.28,1286.61,2.3599999999999
2018-08-24,1286.61,1301.3,1286.61,1300.75,14.1400000000001
2018-08-27,1300.75,1313.91,1300.75,1313.3,12.549999999999955
2018-08-28,1313.3,1319.07,1312.51,1316.12,2.8199999999999363
2018-08-29,1316.12,1330.08,1316.12,1329.47,13.350000000000136
2018-08-30,1329.47,1334.95,1321.9,1325.59,-3.880000000000109
2018-08-31,1325.59,1330.78,1322.91,1327.21,1.6200000000001182
2018-09-04,1327.21,1327.21,1313.25,1323.19,-4.019999999999982
2018-09-05,1323.19,1323.19,1297.24,1303.36,-19.830000000000155
2018-09-06,1303.36,1304.44,1283.17,1292.79,-10.569999999999936
2018-09-07,1292.79,1299.81,1282.96,1288.34,-4.4500000000000455
2018-09-10,1288.34,1294.84,1285.24,1292.41,4.070000000000164
2018-09-11,1292.41,1306.35,1284.98,1303.24,10.829999999999927
2018-09-12,1303.24,1303.24,1285.23,1296.77,-6.470000000000027
2018-09-13,1296.77,1315.97,1296.77,1311.64,14.870000000000118
2018-09-14,1311.64,1318.11,1305.6,1311.93,0.2899999999999636
2018-09-17,1311.93,1312.18,1292.35,1293.67,-18.25999999999999
2018-09-18,1293.67,1309.04,1292.29,1301.71,8.039999999999964
2018-09-19,1301.71,1306.56,1291.48,1300.39,-1.3199999999999363
2018-09-20,1300.39,1317.95,1300.39,1315.67,15.279999999999973
2018-09-21,1315.67,1322.33,1309.32,1311.17,-4.5
2018-09-24,1311.17,1316.42,1298.69,1315.29,4.119999999999891
2018-09-25,1315.29,1317.58,1309.71,1314.71,-0.5799999999999272
2018-09-26,1314.71,1321.95,1307.93,1309.37,-5.3400000000001455
2018-09-27,1309.37,1321.08,1309.37,1316.38,7.010000000000218
2018-09-28,1316.38,1323.72,1313.87,1322.07,5.689999999999827
2018-10-01,1322.07,1334.15,1322.07,1328.55,6.480000000000018
2018-10-02,1328.55,1336.39,1323.44,1328.41,-0.13999999999987267
2018-10-03,1328.41,1338.95,1328.41,1332.87,4.459999999999809
2018-10-04,1332.87,1332.87,1300.22,1309.08,-23.789999999999964
2018-10-05,1309.08,1311.78,1279.56,1292.51,-16.569999999999936
2018-10-08,1292.51,1292.51,1263.03,1277.25,-15.259999999999991
2018-10-09,1277.25,1289.32,1274.54,1281.78,4.529999999999973
2018-10-10,1281.78,1281.78,1219.27,1220.62,-61.16000000000008
2018-10-11,1220.62,1237.03,1194.76,1205.14,-15.47999999999979
2018-10-12,1205.14,1246.97,1205.14,1243.12,37.97999999999979
2018-10-15,1243.12,1243.12,1222.26,1222.77,-20.34999999999991
2018-10-16,1222.77,1262.39,1222.77,1259.74,36.97000000000003
2018-10-17,1259.74,1260.96,1242.34,1253.79,-5.9500000000000455
2018-10-18,1253.79,1253.79,1221.69,1228.5,-25.289999999999964
2018-10-19,1228.5,1249.23,1223.84,1228.63,0.13000000000010914
2018-10-22,1228.63,1246.15,1226.95,1238.58,9.949999999999818
2018-10-23,1238.58,1240.23,1200.61,1233.61,-4.970000000000027
2018-10-24,1233.61,1233.61,1177.23,1178.97,-54.63999999999987
2018-10-25,1178.97,1225.19,1178.97,1218.14,39.17000000000007
2018-10-26,1218.14,1218.14,1177.67,1195.35,-22.79000000000019
2018-10-29,1195.35,1219.56,1150.95,1173.73,-21.61999999999989
2018-10-30,1173.73,1191.12,1163.3,1187.29,13.559999999999945
2018-10-31,1187.29,1225.25,1187.29,1215.67,28.38000000000011
2018-11-01,1215.67,1230.67,1207.12,1230.27,14.599999999999909
2018-11-02,1230.27,1230.27,1195.88,1206.99,-23.279999999999973
2018-11-05,1206.99,1206.99,1187.29,1204.82,-2.1700000000000728
2018-11-06,1204.82,1217.39,1202.26,1212.2,7.380000000000109
2018-11-07,1212.2,1247.2,1212.2,1247.05,34.84999999999991
2018-11-08,1247.05,1247.05,1237.62,1244.57,-2.480000000000018
2018-11-09,1244.57,1244.57,1213.41,1223.95,-20.61999999999989
2018-11-12,1223.95,1223.95,1179.09,1180.61,-43.340000000000146
2018-11-13,1180.61,1201.96,1178.58,1181.67,1.0600000000001728
2018-11-14,1181.67,1196.06,1160.58,1166.44,-15.230000000000018
2018-11-15,1166.44,1198.39,1161.76,1195.08,28.639999999999873
2018-11-16,1195.08,1200.74,1179.15,1193.78,-1.2999999999999545
2018-11-19,1193.78,1193.78,1145.14,1148.59,-45.190000000000055
2018-11-20,1148.59,1148.59,1108.98,1124.02,-24.569999999999936
2018-11-21,1124.02,1142.92,1124.02,1131.03,7.009999999999991
2018-11-23,1131.03,1133.56,1119.2,1121.19,-9.839999999999918
2018-11-26,1121.19,1146.55,1121.19,1146.43,25.24000000000001
2018-11-27,1146.43,1150.68,1132.42,1149.2,2.769999999999982
2018-11-28,1149.2,1188.92,1149.2,1188.71,39.50999999999999
2018-11-29,1188.71,1188.71,1171.48,1177.37,-11.340000000000146
2018-11-30,1177.37,1189.88,1172.74,1189.88,12.510000000000218
2018-12-03,1189.88,1219.04,1189.88,1215.03,25.149999999999864
2018-12-04,1215.03,1215.03,1166.34,1168.19,-46.83999999999992
2018-12-06,1168.19,1170.9,1135.55,1170.88,2.6900000000000546
2018-12-07,1170.88,1171.04,1124.88,1129.59,-41.29000000000019
2018-12-10,1129.59,1149.9,1117.84,1145.75,16.160000000000082
2018-12-11,1145.75,1164.93,1137.91,1146.76,1.009999999999991
2018-12-12,1146.76,1174.14,1146.76,1155.84,9.079999999999927
2018-12-13,1155.84,1169.68,1151.34,1158.09,2.25
2018-12-14,1158.09,1158.09,1128.25,1129.35,-28.74000000000001
2018-12-17,1129.35,1132.72,1096.46,1104.35,-25
2018-12-18,1104.35,1123.24,1104.35,1113.88,9.5300000000002
2018-12-19,1113.88,1130.39,1080.01,1092.27,-21.610000000000127
2018-12-20,1092.27,1097.75,1056.82,1071.69,-20.579999999999927
2018-12-21,1071.69,1084.69,1035.01,1039.67,-32.01999999999998
2018-12-24,1039.67,1041.86,1011,1011.31,-28.360000000000127
2018-12-26,1011.31,1072.72,1011.31,1072.49,61.180000000000064
2018-12-27,1072.49,1081.32,1037.54,1080.76,8.269999999999982
2018-12-28,1080.76,1095.94,1068.98,1078.06,-2.7000000000000455
2018-12-31,1078.06,1092.04,1078.06,1088.31,10.25
2019-01-02,1088.31,1095.27,1066.84,1089.04,0.7300000000000182
2019-01-03,1089.04,1089.04,1032.42,1033.85,-55.190000000000055
2019-01-04,1033.85,1083.84,1033.85,1079.29,45.440000000000055
2019-01-07,1079.29,1096.5,1077.13,1088.59,9.299999999999955
2019-01-08,1088.59,1103.21,1085.24,1098.35,9.759999999999991
2019-01-09,1098.35,1118.02,1098.35,1111.92,13.570000000000164
2019-01-10,1111.92,1117.72,1098.72,1117.07,5.149999999999864
2019-01-11,1117.07,1117.07,1108.52,1115.53,-1.5399999999999636
2019-01-14,1115.53,1115.53,1101.13,1105.31,-10.220000000000027
2019-01-15,1105.31,1123.61,1105.31,1121.68,16.37000000000012
2019-01-16,1121.68,1129.23,1120.59,1122.2,0.5199999999999818
2019-01-17,1122.2,1136.09,1116.03,1129.7,7.5
2019-01-18,1129.7,1149.16,1129.7,1146.57,16.86999999999989
2019-01-22,1146.57,1146.57,1118.84,1126.34,-20.230000000000018
2019-01-23,1126.34,1140.53,1118.85,1131,4.660000000000082
2019-01-24,1131,1144.84,1131,1141.51,10.509999999999991
2019-01-25,1141.51,1160.46,1141.51,1158.04,16.529999999999973
2019-01-28,1158.04,1158.04,1132.35,1141.83,-16.210000000000036
2019-01-29,1141.83,1144.01,1127.88,1130.3,-11.529999999999973
2019-01-30,1130.3,1167.61,1130.3,1164.51,34.210000000000036
2019-01-31,1164.51,1169.35,1155.04,1163.16,-1.349999999999909
2019-02-01,1163.16,1176.23,1162.92,1170.2,7.039999999999964
2019-02-04,1170.2,1189.08,1170.2,1188.93,18.730000000000018
2019-02-05,1188.93,1201.59,1188.93,1199.45,10.519999999999982
2019-02-06,1199.45,1205.67,1195.25,1202.35,2.8999999999998636
2019-02-07,1202.35,1202.35,1177.6,1185.04,-17.309999999999945
2019-02-08,1185.04,1191.18,1175.04,1190.85,5.809999999999945
2019-02-11,1190.85,1198.91,1188.38,1190.9,0.0500000000001819
2019-02-12,1190.9,1208.31,1190.9,1207.13,16.230000000000018
2019-02-13,1207.13,1216.96,1207.13,1208.81,1.6799999999998363
2019-02-14,1208.81,1214.52,1203.12,1210.29,1.4800000000000182
2019-02-15,1210.29,1221.03,1210.29,1219.86,9.569999999999936
2019-02-19,1219.86,1224.02,1215.64,1220.06,0.20000000000004547
2019-02-20,1220.06,1225.81,1214.56,1220.55,0.4900000000000091
2019-02-21,1220.55,1226.06,1213.84,1221.16,0.6100000000001273
2019-02-22,1221.16,1237.53,1221.16,1236.87,15.709999999999809
2019-02-25,1236.87,1251.51,1236.87,1242.99,6.120000000000118
2019-02-26,1242.99,1249.04,1238.91,1245.45,2.4600000000000364
2019-02-27,1245.45,1245.57,1231.64,1244.17,-1.2799999999999727
2019-02-28,1244.17,1245.17,1237.52,1240.23,-3.9400000000000546
2019-03-01,1240.23,1252.23,1239.22,1249.02,8.789999999999964
2019-03-04,1249.02,1257.3,1230.78,1244.15,-4.869999999999891
2019-03-05,1244.15,1244.2,1236.79,1240.55,-3.6000000000001364
2019-03-06,1240.55,1240.92,1232.37,1233.76,-6.789999999999964
2019-03-07,1233.76,1233.76,1218.17,1222.4,-11.3599999999999
2019-03-08,1222.4,1222.95,1205.65,1222.09,-0.3100000000001728
2019-03-11,1222.09,1249.44,1222.09,1248.58,26.49000000000001
2019-03-12,1248.58,1259.78,1248.05,1255.07,6.490000000000009
2019-03-13,1255.07,1271.28,1255.07,1263.67,8.600000000000136
2019-03-14,1263.67,1270.13,1262.8,1266.24,2.5699999999999363
2019-03-15,1266.24,1287.35,1266.24,1281.64,15.400000000000091
2019-03-18,1281.64,1290.37,1279.23,1286.87,5.229999999999791
2019-03-19,1286.87,1295.76,1284.75,1289.45,2.5800000000001546
2019-03-20,1289.45,1296.42,1278.36,1285.9,-3.5499999999999545
2019-03-21,1285.9,1321.11,1285.9,1317.68,31.779999999999973
2019-03-22,1317.68,1317.68,1286.73,1286.77,-30.910000000000082
2019-03-25,1286.77,1290.02,1273.47,1281.66,-5.1099999999999
2019-03-26,1281.66,1300.88,1281.54,1288.82,7.1599999999998545
2019-03-27,1288.82,1295.17,1270.09,1281.78,-7.039999999999964
2019-03-28,1281.78,1291.69,1278.71,1286.59,4.809999999999945
2019-03-29,1286.59,1299.4,1286.59,1299.16,12.570000000000164
2019-04-01,1299.16,1318.33,1299.16,1317.4,18.24000000000001
2019-04-02,1317.4,1323.19,1314.02,1321.39,3.990000000000009
2019-04-03,1321.39,1338.82,1321.39,1332.39,11
2019-04-04,1332.39,1334.59,1318.29,1326.56,-5.830000000000155
2019-04-05,1326.56,1333.5,1326.56,1332.22,5.660000000000082
2019-04-08,1332.22,1337.8,1323.68,1337.63,5.410000000000082
2019-04-09,1337.63,1337.63,1328.3,1330.64,-6.990000000000009
2019-04-10,1330.64,1340.3,1330.64,1340,9.3599999999999
2019-04-11,1340,1342.5,1335.7,1338.34,-1.6600000000000819
2019-04-12,1338.34,1347.66,1338.34,1347.62,9.279999999999973
2019-04-15,1347.62,1350.79,1340.09,1347.12,-0.5
2019-04-16,1347.12,1355.36,1347.12,1353.67,6.550000000000182
2019-04-17,1353.67,1363.16,1353.67,1361.53,7.8599999999999
2019-04-18,1361.53,1365.74,1355.44,1365.38,3.8500000000001364
2019-04-22,1365.38,1368.99,1358.07,1368.48,3.099999999999909
2019-04-23,1368.48,1385.11,1368.48,1383.91,15.430000000000064
2019-04-24,1383.91,1390.45,1382.19,1383.8,-0.11000000000012733
2019-04-25,1383.8,1394.44,1376.65,1383.78,-0.01999999999998181
2019-04-26,1383.78,1383.78,1364.22,1378.9,-4.879999999999882
2019-04-29,1378.9,1383.08,1377.35,1378.82,-0.08000000000015461
2019-04-30,1378.82,1383.02,1370.67,1381.76,2.9400000000000546
2019-05-01,1381.76,1398.51,1377.92,1378.01,-3.75
2019-05-02,1378.01,1387.09,1363.39,1370.58,-7.430000000000064
2019-05-03,1370.58,1384.25,1370.58,1383.55,12.970000000000027
2019-05-06,1383.55,1383.55,1346.14,1372.25,-11.299999999999955
2019-05-07,1372.25,1372.25,1330.64,1343.21,-29.039999999999964
2019-05-08,1343.21,1352.2,1336.09,1340.96,-2.25
2019-05-09,1340.96,1340.96,1309.24,1331.85,-9.110000000000127
2019-05-10,1331.85,1340.81,1303.28,1334.23,2.380000000000109
2019-05-13,1334.23,1334.23,1280.91,1284.72,-49.50999999999999
2019-05-14,1284.72,1313.19,1284.72,1305.26,20.539999999999964
2019-05-15,1305.26,1322.37,1294.56,1318.1,12.839999999999918
2019-05-16,1318.1,1340.02,1317.65,1331.12,13.019999999999982
2019-05-17,1331.12,1337.53,1318.02,1320.19,-10.929999999999836
2019-05-20,1320.19,1320.19,1290.38,1297.15,-23.039999999999964
